id,operacional_system,processor,memory,graphics,fk_game_id
Windows 10,Intel Core i5,8 GB,"R9 280, GTX 960",3 GB,434760a9356849be8347ecac448da87f
Windows 7 - 64 bit,Intel Core i5 2.8GHz processor,4GB RAM,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM,2 GB available space,698621c67bed446aa645c36eb7bbbaf5
MacOS 10.12.6,Intel Core m3,4 MB RAM,Intel HD Graphics,300 MB available space,ca196887d2f04bf29fc34899252a5151
MacOS 10.15.4,Intel Core m3,8 MB RAM,Intel HD Graphics,3 GB available space,ca196887d2f04bf29fc34899252a5151
Windows 10 (64-bit),AMD FX 6300 X6 / Intel Core i5-3570K,8 GB,"2 GB VRAM, Radeon HD 7870 / GeForce GTX 660",6 GB,7bc73240d0ae4e899efe24b15fdef302
Windows 10 (64-bit),AMD Ryzen 5 2600 / Intel Core i5-8600K,16 GB,"4 GB VRAM, Radeon RX 5600 / GeForce GTX 980",6 GB,7bc73240d0ae4e899efe24b15fdef302
Windows 7/8/10 (64-bit),"AMD FX-8320 (3,5 GHz) / Intel i5-4690K (3,5 GHz)",8 GB,AMD Radeon R7 360 / NVIDIA GeForce GTX 560 Ti,15 GB,7dcc32dd965d4a07b470cd45fc7000ea
Windows 7/8/10 (64-bit),"AMD FX-8370 (4,0 GHz) / Intel Core i7-3820 (3,6 GHz)",16 GB,AMD Radeon RX 480 / NVIDIA GeForce GTX 970,15 GB,7dcc32dd965d4a07b470cd45fc7000ea
"Windows® 10 64bit, Windows® 8.1 64bit",Intel Core i5 4460 or over,6 GB,"NVIDIA GeForce GTX 970 or over, VRAM 4GB or over",85 GB,7393461c905f40048305f333bd9fa9f4
Windows® 10 64bit,Intel Core i7 6700K or over AMD Ryzen 5 1600 or over,16 GB,"NVIDIA GeForce GTX 1660 SUPER or over, VRAM 6GB or over",85 GB,7393461c905f40048305f333bd9fa9f4
Windows 7+,Dual core from Intel or AMD at 2.8 GHz,2 GB RAM,NVIDIA GeForce 550 GTX / AMD Radeon 5770 HD series card,400 MB available space,6014c97743ec47d68a989336f26bb2c8
Windows 7+,Dual core from Intel or AMD at 2.8 GHz,2 GB RAM,NVIDIA GeForce 550 GTX / AMD Radeon 5770 HD series card,400 MB available space,6014c97743ec47d68a989336f26bb2c8
macOS 10.12+,1.6 GHz dual-core,2 GB RAM,"Metal, 2 GB Video Memory",2 GB available space,3a57507ba354416386be27bbaba783d7
macOS 10.12+,3.6 GHz quad-core,8 GB RAM,"Metal, 4 GB Video Memory",2+ GB available space,3a57507ba354416386be27bbaba783d7
Windows 7 or higher,"DualCore - 2,5 GHz",2048 MB RAM,DirectX10.1 compatible with 1GB VRAM and ShaderModel 4.0 support,4000 MB available space,79dbea54c1374a6ca2b2ee546e2c34be
Windows 7 or higher,"Quadcore - 3,5 GHz",8192 MB RAM,DirectX11.1 compatible with 4GB VRAM and ShaderModel 5.0 support,4000 MB available space,79dbea54c1374a6ca2b2ee546e2c34be
64-bit Windows 7,Core i5-4460 / AMD FX-6300,8 GB RAM,Nvidia GeForce GTX 960 / AMD Radeon R9 280,20 GB available space,9bbfe5536ecc4a1190e07cb4cbeb7ddb
64-bit Windows 10,Core i7-3770 / AMD FX-9590,16 GB RAM,Nvidia GeForce GTX 1060 / AMD Radeon RX 480,20 GB available space,9bbfe5536ecc4a1190e07cb4cbeb7ddb
"Windows 7, 8.1, 10",Dual Core Processor,1 GB RAM,OpenGL 2.0 compatible,2 GB,3e6c501452ff415da6060e52a78fa918
Windows 10,AMD Ryzen 3 or Intel Core i3 processor,4 GB RAM,AMD Radeon RX or NVIDIA GTX video card,2 GB,3e6c501452ff415da6060e52a78fa918
"Windows 7, 8.1, 10 64-bit",Dual Core Processor,1 GB RAM,OpenGL 2.0 compatible,4 GB available space,e0a2897d8e894a29b4d55eb929598c11
Windows 10 64-bit,AMD Ryzen 3 or Intel Core i3 processor,4 GB RAM,AMD Radeon RX or NVIDIA GTX video card,4 GB available space,e0a2897d8e894a29b4d55eb929598c11
Windows® 10 64-bit,AMD A8-5600K / Intel® Core™ i3-3210 ,6 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 750,15GB,e80dfd8e2cb64960991d0849f9a836e0
Windows® 10 64-bit,AMD A8-7600 / Intel® Core™ i3-3210,8 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 950,15GB,e80dfd8e2cb64960991d0849f9a836e0
Windows 7,Intel Core i3,4 GB,OpenGL 256 MB,400 MB,69dc0c89c81a4923ad0e2688d51689d6
Windows 7,Intel Core i3,4 GB,OpenGL 256 MB,400 MB,69dc0c89c81a4923ad0e2688d51689d6
Windows 7,Intel Core 2 Duo E6750 | AMD Phenom II X2 550,4 GB,"Nvidia GeForce GTX 650, 1GB | AMD Radeon HD 7770, 1GB",3 GB,0b477a53fac049f9aaac1b5bd84e56a1
Windows® 8.1 64 bit,Intel® Core™ i3-2105 / AMD® FX 4300,4 GB RAM,Nvidia® GeForce™ GTX 460 (1 GB) / AMD® Radeon™ HD 5850 (1 GB),6 GB HDD space,45b82cb4454b40439b61ba126adfabec
Windows® 10 Home 64 bit,Intel® Core™ i3 3240 / AMD® FX 8120,8 GB RAM,Nvidia® GeForce™ GTX 560 Ti (1 GB),6 GB HDD space,45b82cb4454b40439b61ba126adfabec
Windows 10 64-bit,Intel Core i3-550 / AMD FX-770K,8 GB RAM,NVIDIA GeForce GTX 750,25 GB available space,79e13cbc4f624cbdafa1989a31ca7efe
Windows 10 64-bit,Intel Core i5-7600K / AMD Ryzen 5 1600X,16 GB RAM,NVIDIA GeForce GTX 1070Ti / AMD Radeon RX 5700,25 GB available space,79e13cbc4f624cbdafa1989a31ca7efe
Windows 8.1 64-Bit or later,Intel Core i5-2500K / AMD FX-6350,8 GB,GeForce GTX 960 / GeForce GTX 1050,22 GB,7626d56f226c49c5af79685abf167cb6
Windows 8.1 64-Bit or later,Intel Core i7-5820K / AMD Ryzen 5 2600,16 GB,GeForce GTX 1060 / Radeon RX 580,22 GB,7626d56f226c49c5af79685abf167cb6
Windows 7 or higher (64 bit),2.6 GHz Intel® Core™ i5-750 or 3.2 GHz AMD Phenom™ II X4 95,4GB,OpenGL 3.0 compliant video card,4 GB,ca90d2e29d714bdba3fadfcf6a55c650
Windows 7 / Windows 8.1 / Windows 10 64-bit (latest Service Pack),3.2 GHz Quad-Core Processor,6 GB RAM,Geforce GTX 1060 / Radeon RX 580 or equivalent,15 GB available space,2dbb1debe54f4555805896caf7844470
Windows 7 / Windows 8.1 / Windows 10 64-bit (latest Service Pack),3.2 GHz Quad-Core Processor,12 GB RAM,Geforce RTX 2060 / AMD RX 5600 XT or equivalent,15 GB available space,2dbb1debe54f4555805896caf7844470
Windows 7 (64 bit),Intel Core i5-4460,8 GB,NVIDIA GTX 770,9 GB,8b1afe5f20ba4d73a8d3a1cb61351de5
10.8 or greater,Core i5 or Core i7,4 GB RAM,Discrete GPU required,1200 MB available space,9197e016a4d24da8ad3a9546de5a06d2
Windows 7/8.1/10 (64-bit Required),Intel Core i5-760 2.8 GHz / AMD Athlon X4 740 3.2 GHz,8 GB,NVIDIA GeForce GTX 660 (2 GB VRAM) / AMD Radeon HD 7870 (2 GB VRAM),8 GB,e9e719ddd1964f1ea37d4b6a4b9b2d36
Windows 7/8.1/10 (64-bit Required),Intel Core i5-760 2.8 GHz / AMD Athlon X4 740 3.2 GHz,8 GB,NVIDIA GeForce GTX 660 (2 GB VRAM) / AMD Radeon HD 7870 (2 GB VRAM),8 GB,e9e719ddd1964f1ea37d4b6a4b9b2d36
Windows 10 (64-bit),Quad Core 3.2GHz+ CPU (e.g. Intel Core i5-4590K / AMD Ryzen 5 1500X),8 GB RAM,NVIDIA Geforce GTX 1060 / AMD Radeon RX 480 or equivalent,14 GB hard drive space,f8b6084d6bf14c6282333ee36dfa8223
Windows 10 (64-bit),Quad Core 3.6GHz+ CPU (e.g. Intel Core i7-8700K / AMD Ryzen 5 2600) or better,16 GB RAM,Geforce GTX 1070 or better,14 GB hard drive space,f8b6084d6bf14c6282333ee36dfa8223
64 bit Windows 8/7,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,4 GB,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM*,2 GB,25f1dfd7f27348a8871b9a22b39f56b5
64 bit Windows 10,Intel Core i5-4460 3.2 GHz / AMD Ryzen 5 1600X 3.6GHz,8 GB,GeForce GTX 960 / Radeon HD 7950 3GB VRAM*,4 GB,25f1dfd7f27348a8871b9a22b39f56b5
Windows 7/8.1/10 x64,Intel Core Duo 2.0 Ghz or faster,4GB,OpenGL 3.1 compliant video card,2GB Space Available,e85314e2458f49ad8f2da31879ca0a93
Windows 10 (20H1 or newer) – 64 bit only,AMD Ryzen 3 1200 – 3.1 GHz / Intel i5-4460 – 3.2 GHz,8 GB (Dual-Channel mode),AMD RX 460 (4 GB) / Nvidia GTX 960 (4 GB),60 GB HDD (SSD recommended),15a1d72c10ff46f396d9666f904ecb80
Windows 10 (20H1 or newer) – 64 bit only,AMD Ryzen 5 3600X (3.8 GHz) / Intel i7-7700 (3.6 GHz) or higher,16 GB (Dual-Channel mode),AMD RX VEGA64 (8 GB) / Nvidia GTX 1080 (8 GB) or higher,60 GB HDD (SDD Recommended) + 37 GB HD Textures (optional),15a1d72c10ff46f396d9666f904ecb80
64-bit Windows 10,Intel Core i5-6600 (3.3 GHz) OR AMD Ryzen 5 2600 (3.4 GHz),8 GB,NVIDIA GeForce GTX 1050 Ti OR AMD Radeon RX 570,40 GB HDD,48bb8979d7e6469a9a5adcbca67c2abb
64-bit Windows 10,Intel Core i5-8400 (2.8 GHz) OR AMD Ryzen 7 1800X (3.6 GHz),12 GB,NVIDIA GeForce GTX 970 OR AMD Radeon RX 590,40 GB SSD,48bb8979d7e6469a9a5adcbca67c2abb
Windows 7,Intel Core2 Quad Q9400 2.66 GHz,4 GB,NVIDIA GeForce GTS 450,12 GB,b7740f73049d4bc4981cf27ccb03f539
Windows 10,Intel Core i7 3.4GHz,8 GB,Nvidia GTX 660,12 GB,b7740f73049d4bc4981cf27ccb03f539
Windows 7 SP1,Dual Core CPU 1.44GHz,1GB,Intel HD Graphics,500MB,561066a15349472dae2b26d5243853b3
Windows 7 SP1,Intel Core i3 1.7GHz,2GB,nVidia GTS 450,500MB,561066a15349472dae2b26d5243853b3
Windows 7+,2.66 Ghz Core 2 Duo or Greater,4 GB RAM,GeForce 500+ / Radeon 5000+ or Greater,3 GB available space,2721d42f51ca4f38bb6280b8e1411756
Windows 8.1+,2.33 GHz Quad Core or Greater,8 GB RAM,GeForce 600+ / Radeon 6000+,3 GB available space,2721d42f51ca4f38bb6280b8e1411756
Windows 8.1,Intel i5 gen 2 or AMD Bulldozer {4 cores),8 GB RAM,Nvidia GTX 750 2GB or AMD R7 265 2GB,8 GB available space,6d00edfcf33a48149494c96b9cc5fde4
Windows 10,Intel i7 gen 2 or AMD Ryzen,12 GB RAM,Nvidia GTX 1060 6GB or AMD RX570 8GB,8 GB available space,6d00edfcf33a48149494c96b9cc5fde4
Windows 7 or newer,Inter Core i3 M380,2GB RAM,Intel HD 4000,500 MB,751660a98c974c238203f2ef4e7c5ab6
Windows 7 64bit,Intel Core i3-2100 or AMD equivalent,6GB,NVIDIA GTX 650 2GB or AMD HD7770 2GB,25GB,1d053e8b4a784eb2bbe1b1924419d459
Windows 10 64 bit,Intel Core i7-3770K,8GB,NVIDIA GTX 980Ti 2560x1440 or NVIDIA GTX 970 1920x1080,25GB,1d053e8b4a784eb2bbe1b1924419d459
Windows 7 or later,Intel i3 3.3 GHz or better,4 GB,GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB) - Integrated GPUs may work but are not supported.,13 GB,c1cff0fdfa7f4a70b823b81ef6a306af
Windows 7 or later,Intel i3 3.3 GHz or better,4 GB,GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB) - Integrated GPUs may work but are not supported.,13 GB,c1cff0fdfa7f4a70b823b81ef6a306af
Windows 10 (64-bit only),Ryzen 3 1200 - 3.1 Ghz / i5-4460 - 3.2 Ghz,8 GB (Dual-channel mode),AMD R9 380 - 4GB / GeForce GTX 960 4GB,50 GB HDD (SSD Recommended),101627971acc4962b8353df58ff0da2f
Windows 10 (64-bit only),Ryzen 5 1600 - 3.2 Ghz / i7-4790 - 3.6 Ghz,8 GB (Dual-channel mode),AMD RX 570 - 8GB / GeForce GTX 1060 - 6GB,50 GB HDD (SSD Recommended),101627971acc4962b8353df58ff0da2f
Windows® 7 (Service Pack 1) / Windows® 8 / Windows® 8.1 / Windows® 10 / (64-bit only),AMD Ryzen 5 1600 or Intel Core i5-7400.,8 GB,NVIDIA GeForce GTX 950 or AMD Radeon R9 270. At least 2GB of dedicated VRAM.,35 GB,63286627d91a4eed93498b076bfe3761
